year,title,authorAbbr
2020,The Processing of German Verb-Object Metaphors,P Knoeferle
2020,The transformative potential of decisions,S Hechtlinger
2020,The transformative potential of decisions,C Leuker
2020,The transformative potential of decisions,R Hertwig
2020,Influence of partner behaviour on overspecification,J Loy
2020,Influence of partner behaviour on overspecification,K Smith
2020,How many instances come to mind when making probability estimates?,J Sundh
2020,How many instances come to mind when making probability estimates?,J Zhu
2020,How many instances come to mind when making probability estimates?,N Chater
2020,How many instances come to mind when making probability estimates?,A Sanborn
2020,Chance-Discovery and Chance-Curation in Online Communities,S Arfini
2020,Chance-Discovery and Chance-Curation in Online Communities,L Magnani
2020,Chance-Discovery and Chance-Curation in Online Communities,T Bertolotti
2020,A Cross-linguistic Study into the Contribution of Affective Connotation in the Lexico-semantic Representation of Concrete and Abstract Concepts,S De Deyne
2020,A Cross-linguistic Study into the Contribution of Affective Connotation in the Lexico-semantic Representation of Concrete and Abstract Concepts,Á Cabana
2020,A Cross-linguistic Study into the Contribution of Affective Connotation in the Lexico-semantic Representation of Concrete and Abstract Concepts,B Li
2020,A Cross-linguistic Study into the Contribution of Affective Connotation in the Lexico-semantic Representation of Concrete and Abstract Concepts,Q Cai
2020,A Cross-linguistic Study into the Contribution of Affective Connotation in the Lexico-semantic Representation of Concrete and Abstract Concepts,M McKague
2020,Grid-Navigation Tasks involve Skill Learning,K Bera
2020,Grid-Navigation Tasks involve Skill Learning,A Shukla
2020,Grid-Navigation Tasks involve Skill Learning,R Bapi
2020,Evidence of Self  Referential Prioritization on the basis of Visual Features: Attributing Salience to Rule - Learning,N Roy
2020,Evidence of Self  Referential Prioritization on the basis of Visual Features: Attributing Salience to Rule - Learning,H Karnick
2020,Evidence of Self  Referential Prioritization on the basis of Visual Features: Attributing Salience to Rule - Learning,A Verma
2020,"Cooperation, Response Time, and Social Value Orientation: A Meta-Analysis",G Andrighetto
2020,"Cooperation, Response Time, and Social Value Orientation: A Meta-Analysis",V Capraro
2020,"Cooperation, Response Time, and Social Value Orientation: A Meta-Analysis",A Guido
2020,"Cooperation, Response Time, and Social Value Orientation: A Meta-Analysis",A Szekely
2020,How People Examine Self/Others Learning History,J Ishihara
2020,How People Examine Self/Others Learning History,S Kiyokawa
2020,Explainable Artificial Intelligence in the Prediction of Personality Traits from the Use of Smartphone,L Duarte
2020,Explainable Artificial Intelligence in the Prediction of Personality Traits from the Use of Smartphone,R Henriques
2020,Explainable Artificial Intelligence in the Prediction of Personality Traits from the Use of Smartphone,L Macedo
2020,Word Durations in Child- and Adult-directed Language: the Role of Perspective Taking,B Grzyb
2020,Word Durations in Child- and Adult-directed Language: the Role of Perspective Taking,S Frank
2020,Word Durations in Child- and Adult-directed Language: the Role of Perspective Taking,G Vigliocco
2020,"A computational model of learning to count in a multimodal, interactive environment",S Sabathiel
2020,"A computational model of learning to count in a multimodal, interactive environment",J McClelland
2020,"A computational model of learning to count in a multimodal, interactive environment",T Solstad
2020,Encoding or Post Encoding Mechanisms Invoke Enhanced Memory for Event Boundaries?,R Pradhan
2020,Encoding or Post Encoding Mechanisms Invoke Enhanced Memory for Event Boundaries?,D Kumar
2020,The cognition of categorisation: nominal classification systems,A Grandison
2020,The cognition of categorisation: nominal classification systems,M Franjieh
2020,The cognition of categorisation: nominal classification systems,G Corbett
2020,Simulating Early Word Learning in Situated Connectionist Agents,F Hill
2020,Simulating Early Word Learning in Situated Connectionist Agents,S Clark
2020,Simulating Early Word Learning in Situated Connectionist Agents,P Blunsom
2020,Simulating Early Word Learning in Situated Connectionist Agents,K Hermann
2020,Understanding scalar implicature without scale markers SOME and ALL in Japanese preschoolers and adults,T Yasuda
2020,Understanding scalar implicature without scale markers SOME and ALL in Japanese preschoolers and adults,H Kobayashi
2020,"Retrieving a Distant Analog From Memory in Daily Life is Very Unlikely, Even in Optimal Conditions of Encoding",V Olguín
2020,"Retrieving a Distant Analog From Memory in Daily Life is Very Unlikely, Even in Optimal Conditions of Encoding",L Tavernini
2020,"Retrieving a Distant Analog From Memory in Daily Life is Very Unlikely, Even in Optimal Conditions of Encoding",M Trench
2020,"Retrieving a Distant Analog From Memory in Daily Life is Very Unlikely, Even in Optimal Conditions of Encoding",R Minervino
2020,Gesture and pause can facilitate chunking syntactic information in ambiguous phrases,H Kobayashi
2020,Modelling the Emergence of Positional Compositional Structure,H Coxe-Conklin
2020,Modelling the Emergence of Positional Compositional Structure,S Frank
2020,Modelling the Emergence of Positional Compositional Structure,R Truswell
2020,Modelling the Emergence of Positional Compositional Structure,K Smith
2020,What is the Influence of Scale Format? A Study on the Likert and Visual Analogue Scale,S Cojean
2020,What is the Influence of Scale Format? A Study on the Likert and Visual Analogue Scale,N Martin
2020,What is the Influence of Scale Format? A Study on the Likert and Visual Analogue Scale,M Ragot
2020,Does viewing Earth as a person and nature as intentionally designed impact beliefs about the immorality of environmentally damaging acts?,L Pizza Becerra
2020,Does viewing Earth as a person and nature as intentionally designed impact beliefs about the immorality of environmentally damaging acts?,M Benitez de la Cruz
2020,Does viewing Earth as a person and nature as intentionally designed impact beliefs about the immorality of environmentally damaging acts?,D Kelemen
2020,Immediate action-effects facilitate response speed via stimulus-response association,T Tanaka
2020,Does bilingual input hurt? A simulation of language discrimination and clustering using i-vectors,M De Seyssel
2020,Does bilingual input hurt? A simulation of language discrimination and clustering using i-vectors,E Dupoux
2020,An empirical investigation of adaptive search in problem solving,O Vuculescu
2020,An empirical investigation of adaptive search in problem solving,N Stausberg
2020,An empirical investigation of adaptive search in problem solving,R Sergeev
2020,An empirical investigation of adaptive search in problem solving,H Ham
2020,The Acceptability of AI at Work: Predicting the Intention to Use relying on UTAUT,N Martin
2020,The Acceptability of AI at Work: Predicting the Intention to Use relying on UTAUT,S Cojean
2020,The Acceptability of AI at Work: Predicting the Intention to Use relying on UTAUT,M Ragot
2020,Computational mechanisms for resolving misunderstandings,L Van de Braak
2020,Computational mechanisms for resolving misunderstandings,M Blokpoel
2020,Computational mechanisms for resolving misunderstandings,M Dingemanse
2020,Computational mechanisms for resolving misunderstandings,I Toni
2020,Computational mechanisms for resolving misunderstandings,I Van Rooij
2020,Motor Chunking During Sequence Learning in Grid-Navigation Tasks,K Bera
2020,Motor Chunking During Sequence Learning in Grid-Navigation Tasks,A Shukla
2020,Motor Chunking During Sequence Learning in Grid-Navigation Tasks,R Bapi
2020,Simulating Feature- and Relation-Based Categorisation with a Symbolic-Connectionist Model,E Shurkova
2020,Simulating Feature- and Relation-Based Categorisation with a Symbolic-Connectionist Model,L Doumas
2020,Reverse engineering the origins of visual intelligence,J Wood
2020,Reverse engineering the origins of visual intelligence,D Lee
2020,Reverse engineering the origins of visual intelligence,B Wood
2020,Reverse engineering the origins of visual intelligence,S Wood
2020,End-to-End Models for the Analysis of System 1 and System 2 Interactions based on Eye-Tracking Data,A Rossi
2020,End-to-End Models for the Analysis of System 1 and System 2 Interactions based on Eye-Tracking Data,S Ermini
2020,End-to-End Models for the Analysis of System 1 and System 2 Interactions based on Eye-Tracking Data,D Bernabini
2020,End-to-End Models for the Analysis of System 1 and System 2 Interactions based on Eye-Tracking Data,D Zanca
2020,End-to-End Models for the Analysis of System 1 and System 2 Interactions based on Eye-Tracking Data,M Todisco
2020,End-to-End Models for the Analysis of System 1 and System 2 Interactions based on Eye-Tracking Data,A Genovese
2020,End-to-End Models for the Analysis of System 1 and System 2 Interactions based on Eye-Tracking Data,A Rizzo
2020,The impact of context and content similarity on risky choices: Insights from a memory-component model for decisions from experience,H Fechner
2020,The impact of context and content similarity on risky choices: Insights from a memory-component model for decisions from experience,J Rieskamp
2020,Learning from explanations,L Kirfel
2020,Learning from explanations,T Icard
2020,Learning from explanations,T Gerstenberg
2020,Configurative Weighting as a Two-Plane Approximation of Bayesian Estimates,J Sundh
2020,Configurative Weighting as a Two-Plane Approximation of Bayesian Estimates,J Denrell
2020,Goal-adaptiveness in children's cue-based information search,A Domberg
2020,Goal-adaptiveness in children's cue-based information search,K Koskuba
2020,Goal-adaptiveness in children's cue-based information search,A Rothe
2020,Goal-adaptiveness in children's cue-based information search,A Ruggeri
2020,Automating validation of learning and decision making models using the CogniBench framework,F Melinscak
2020,Automating validation of learning and decision making models using the CogniBench framework,E Yozdemir
2020,Automating validation of learning and decision making models using the CogniBench framework,D Bach
2020,Seeing (bad) intentions in robot faces: an EEG study,M Maier
2020,Seeing (bad) intentions in robot faces: an EEG study,O Hellwich
2020,Seeing (bad) intentions in robot faces: an EEG study,R Abdel Rahman
2020,"Intentionality, speakers attitude and the processing of verbal irony",C Rodriguez ronderos
2020,"Intentionality, speakers attitude and the processing of verbal irony",I Noveck
2020,"Intentionality, speakers attitude and the processing of verbal irony",J Tomlinson
2020,Perseverance in risky goal-pursuit,W Zajkowski
2020,Perseverance in risky goal-pursuit,C Wu
2020,Perseverance in risky goal-pursuit,P Analytis
2020,Toddlers assign word labels to multiple polysemous meanings,S Floyd
2020,Toddlers assign word labels to multiple polysemous meanings,A Goldberg
2020,Toddlers assign word labels to multiple polysemous meanings,C Lew-Williams
2020,Teasing apart encoding and retrieval interference in sentence comprehension: Evidence from agreement attraction,D Parker
2020,Teasing apart encoding and retrieval interference in sentence comprehension: Evidence from agreement attraction,K Konrad
2020,Are Mental Representations of Object Shape Always Quickly Updateable during Language Comprehension?,O Horchak
2020,Are Mental Representations of Object Shape Always Quickly Updateable during Language Comprehension?,M Garrido
2020,Modelling the Effect of Monetary Incentives on Recognition Memory,K Da Silva-Castanheira
2020,Modelling the Effect of Monetary Incentives on Recognition Memory,A Lalla
2020,Modelling the Effect of Monetary Incentives on Recognition Memory,A Otto
2020,Modelling the Effect of Monetary Incentives on Recognition Memory,S Sheldon
2020,Effects of Causal Determinism on Causal Learning Trajectories,P Dinh
2020,Effects of Causal Determinism on Causal Learning Trajectories,D Danks
2020,"Overconfident in Hindsight: Memory, Hindsight Bias and Overconfidence",M Welsh
2020,Are modal representations automatic ingrained when processing the meaning of motor concrete Spanish verbs?,M Macedo
2020,Are modal representations automatic ingrained when processing the meaning of motor concrete Spanish verbs?,B Martínez
2020,Are modal representations automatic ingrained when processing the meaning of motor concrete Spanish verbs?,R Aguirre
2020,Social Learning with Sparse Belief Samples,R Salhab
2020,Social Learning with Sparse Belief Samples,A Ajorlou
2020,Social Learning with Sparse Belief Samples,A Jadbabaie
2020,Social Learning with Sparse Belief Samples,J Tenenbaum
2020,Memory enhancement from surprise: Investigating threshold and incremental accounts,C Macias
2020,Memory enhancement from surprise: Investigating threshold and incremental accounts,E Bonawitz
2020,An algorithm for estimating average magnitudes,J Lee
2020,An algorithm for estimating average magnitudes,W Ma
2020,A New Approach to Testimonial Conditionals,S Hartmann
2020,A New Approach to Testimonial Conditionals,U Hahn
2020,Value-of-Information based Arbitration between Model-based and Model-free Control,K Bera
2020,Value-of-Information based Arbitration between Model-based and Model-free Control,Y Mandilwar
2020,Value-of-Information based Arbitration between Model-based and Model-free Control,A Shukla
2020,Value-of-Information based Arbitration between Model-based and Model-free Control,R Bapi
2020,Malleability of Working Memory Through Chess in SchoolchildrenA Two-Year Intervention Study,E Joseph
2020,Malleability of Working Memory Through Chess in SchoolchildrenA Two-Year Intervention Study,V Easvaradoss
2020,Malleability of Working Memory Through Chess in SchoolchildrenA Two-Year Intervention Study,S Abraham
2020,Malleability of Working Memory Through Chess in SchoolchildrenA Two-Year Intervention Study,S Vaddadi
2020,Childrens Understanding of Relational Vocabulary for Ordinal and Magnitude Relations,M Hurst
2020,Childrens Understanding of Relational Vocabulary for Ordinal and Magnitude Relations,A Greene
2020,Childrens Understanding of Relational Vocabulary for Ordinal and Magnitude Relations,S Levine
2020,Balancing Personal and Social Outcomes: Cultural Differences in Childrens Moral Decision-Making,Y Luo
2020,Balancing Personal and Social Outcomes: Cultural Differences in Childrens Moral Decision-Making,T Cheung
2020,Balancing Personal and Social Outcomes: Cultural Differences in Childrens Moral Decision-Making,D Buchsbaum
2020,Strategy Inference and Switch Detection Method Generalizes to Category Learning,A Hough
2020,Strategy Inference and Switch Detection Method Generalizes to Category Learning,K Gluck
2020,Strategy Inference and Switch Detection Method Generalizes to Category Learning,M Lee
2020,Can I get your (robot) attention? Human sensitivity to subtle hints of human-likeness in a humanoid robots behavior,D Ghiglino
2020,Can I get your (robot) attention? Human sensitivity to subtle hints of human-likeness in a humanoid robots behavior,D De Tommaso
2020,Can I get your (robot) attention? Human sensitivity to subtle hints of human-likeness in a humanoid robots behavior,C Willemse
2020,Can I get your (robot) attention? Human sensitivity to subtle hints of human-likeness in a humanoid robots behavior,S Marchesi
2020,Can I get your (robot) attention? Human sensitivity to subtle hints of human-likeness in a humanoid robots behavior,A Wykowska
2020,Better learning of partially diagnostic features leads to less unidimensional categorization in supervised category learning,S Thomas
2020,Better learning of partially diagnostic features leads to less unidimensional categorization in supervised category learning,N Srinivasan
2020,A Vicious Loop? Longitudinal Relations Between Math Anxiety and Math Performance for Grade 2 and 3 Students,S Song
2020,A Vicious Loop? Longitudinal Relations Between Math Anxiety and Math Performance for Grade 2 and 3 Students,C Xu
2020,A Vicious Loop? Longitudinal Relations Between Math Anxiety and Math Performance for Grade 2 and 3 Students,J LeFevre
2020,A Vicious Loop? Longitudinal Relations Between Math Anxiety and Math Performance for Grade 2 and 3 Students,S Skwarchuk
2020,A Vicious Loop? Longitudinal Relations Between Math Anxiety and Math Performance for Grade 2 and 3 Students,E Maloney
2020,A Vicious Loop? Longitudinal Relations Between Math Anxiety and Math Performance for Grade 2 and 3 Students,H Osana
2020,"Think and believe across cultures: A shared folk distinction between two cognitive attitudes in the US, Ghana, Thailand, China, and Vanuatu",N Van Leeuwen
2020,"Think and believe across cultures: A shared folk distinction between two cognitive attitudes in the US, Ghana, Thailand, China, and Vanuatu",K Weisman
2020,"Think and believe across cultures: A shared folk distinction between two cognitive attitudes in the US, Ghana, Thailand, China, and Vanuatu",T Luhrmann
2020,Self-reference effect for faces is mediated by attention,A Jublie
2020,Self-reference effect for faces is mediated by attention,D Kumar
2020,Crazy for you! Understanding Utility in Joint Actions,A Curioni
2020,Crazy for you! Understanding Utility in Joint Actions,P Voinov
2020,Crazy for you! Understanding Utility in Joint Actions,M Allritz
2020,Crazy for you! Understanding Utility in Joint Actions,J Call
2020,Crazy for you! Understanding Utility in Joint Actions,G Knoblich
2020,The Psychology of Human Entropy Intuitions,L Bertram
2020,The Psychology of Human Entropy Intuitions,E Schulz
2020,The Psychology of Human Entropy Intuitions,M Hofer
2020,The Psychology of Human Entropy Intuitions,J Nelson
2020,Does Prior Knowledge influence Learners Cognitive and Metacognitive Strategies over Time during Game-based Learning?,D Dever
2020,Does Prior Knowledge influence Learners Cognitive and Metacognitive Strategies over Time during Game-based Learning?,E Cloude
2020,Does Prior Knowledge influence Learners Cognitive and Metacognitive Strategies over Time during Game-based Learning?,R Azevedo
2020,Can visual object representations in the human brain be modelled by untrained convolutional neural networks with random weights?,A Truzzi
2020,Can visual object representations in the human brain be modelled by untrained convolutional neural networks with random weights?,R Cusack
2020,Unsupervised categorization as similarity-based generalization,J Clapper
2020,Unsupervised categorization as similarity-based generalization,M Appel
2020,Unsupervised categorization as similarity-based generalization,B Alvarez
2020,Hierarchical temporal organization of speech in children and adolescents who stutter,M Franke
2020,Hierarchical temporal organization of speech in children and adolescents who stutter,C Kello
2020,Hierarchical temporal organization of speech in children and adolescents who stutter,S Falk
2020,Passing the Moral Turing Test,J Haas
2020,How do Emotions Change during Learning with an Intelligent Tutoring System? Metacognitive Monitoring and Performance with MetaTutor,E Cloude
2020,How do Emotions Change during Learning with an Intelligent Tutoring System? Metacognitive Monitoring and Performance with MetaTutor,F Wortha
2020,How do Emotions Change during Learning with an Intelligent Tutoring System? Metacognitive Monitoring and Performance with MetaTutor,D Dever
2020,How do Emotions Change during Learning with an Intelligent Tutoring System? Metacognitive Monitoring and Performance with MetaTutor,R Azevedo
2020,Using Natural Language Processing Models to Evaluate STEM Book Coherence,H Miller
2020,Using Natural Language Processing Models to Evaluate STEM Book Coherence,P Wolff
2020,Inconsistencies Among Beliefs as a Basis for Learning via Thought Experiments,I Bascandziev
2020,Semantic chunks save working memory resources: computational and behavioral evidence,B Kowialiewski
2020,Semantic chunks save working memory resources: computational and behavioral evidence,B Lemaire
2020,Semantic chunks save working memory resources: computational and behavioral evidence,S Portrat
2020,Prosodic Features Carry Information About a Questions Intent,I Bascandziev
2020,Prosodic Features Carry Information About a Questions Intent,P Shafto
2020,Prosodic Features Carry Information About a Questions Intent,E Bonawitz
2020,Childrens attribution of disfluency to different sources,S Yoon
2020,Childrens attribution of disfluency to different sources,C Fisher
2020,Simple kinship systems are more learnable,K Smith
2020,Simple kinship systems are more learnable,S Frank
2020,Simple kinship systems are more learnable,S Rolando
2020,Simple kinship systems are more learnable,S Kirby
2020,Simple kinship systems are more learnable,J Loy
2020,Attentional Allocation as Optimal Compression in Visual Search,C Bates
2020,Attentional Allocation as Optimal Compression in Visual Search,R Jacobs
2020,Perceived Agency of a Social Norm Violating Robot,S Yasuda
2020,Perceived Agency of a Social Norm Violating Robot,D Doheny
2020,Perceived Agency of a Social Norm Violating Robot,N Salomons
2020,Perceived Agency of a Social Norm Violating Robot,S Strohkorb Sebo
2020,Perceived Agency of a Social Norm Violating Robot,B Scassellati
2020,The Picture Guessing Game: The Role of Feedback in Active Artificial Language Learning,F Frinsel
2020,The Picture Guessing Game: The Role of Feedback in Active Artificial Language Learning,F Trecca
2020,The Picture Guessing Game: The Role of Feedback in Active Artificial Language Learning,M Christiansen
2020,Causal scope and causal strength: The number of potential effects of a cause influences causal strength estimates,S Stephan
2020,Causal scope and causal strength: The number of potential effects of a cause influences causal strength estimates,M Waldmann
2020,Preschoolers are Sensitive to their Performance Over Time,J Leonard
2020,Preschoolers are Sensitive to their Performance Over Time,J Sandler
2020,Preschoolers are Sensitive to their Performance Over Time,A Nerenberg
2020,Preschoolers are Sensitive to their Performance Over Time,A Rubio
2020,Preschoolers are Sensitive to their Performance Over Time,L Schulz
2020,Preschoolers are Sensitive to their Performance Over Time,A Mackey
2020,Neonatal imitation of caregivers at home: A feasibility pilot,K Casey
2020,Neonatal imitation of caregivers at home: A feasibility pilot,K Scott
2020,Neonatal imitation of caregivers at home: A feasibility pilot,K Ashton
2020,Neonatal imitation of caregivers at home: A feasibility pilot,J Gill
2020,Neonatal imitation of caregivers at home: A feasibility pilot,E Simpson
2020,Neonatal imitation of caregivers at home: A feasibility pilot,L Bayet
2020,Investigating the Structure of Emotion Concepts: Evidence from Property Generation,A Kelly
2020,Investigating the Structure of Emotion Concepts: Evidence from Property Generation,E Chrysikou
2020,Explaining the Existential: Functional Roles of Scientific and Religious Explanation,T Davoodi
2020,Explaining the Existential: Functional Roles of Scientific and Religious Explanation,T Lombrozo
2020,Does Infant Supine Head Orientation Preference Predict Hand Preference Trajectories Across Infancy?,S Croney
2020,Does Infant Supine Head Orientation Preference Predict Hand Preference Trajectories Across Infancy?,J Weisenauer
2020,Does Infant Supine Head Orientation Preference Predict Hand Preference Trajectories Across Infancy?,J Campbell
2020,Detecting social information in a dense database of infants natural visual experience,B Long
2020,Detecting social information in a dense database of infants natural visual experience,G Kachergis
2020,Detecting social information in a dense database of infants natural visual experience,K Agrawal
2020,Detecting social information in a dense database of infants natural visual experience,M Frank
2020,Input matters in the modeling of early phonetic learning,R Li
2020,Input matters in the modeling of early phonetic learning,T Schatz
2020,Input matters in the modeling of early phonetic learning,Y Matusevych
2020,Input matters in the modeling of early phonetic learning,S Goldwater
2020,Input matters in the modeling of early phonetic learning,N Feldman
2020,Separability and the Effect of Valence. An Empirical Study of Thick Concepts,P Willemsen
2020,Separability and the Effect of Valence. An Empirical Study of Thick Concepts,K Reuter
2020,Do Infants Think That Agents Choose Whats Best?,L Schlingloff
2020,Do Infants Think That Agents Choose Whats Best?,D Tatone
2020,Do Infants Think That Agents Choose Whats Best?,B Pomiechowska
2020,Do Infants Think That Agents Choose Whats Best?,G Csibra
2020,WG-A: A Framework for Exploring Analogical Generalization and Argumentation,M Cooper
2020,WG-A: A Framework for Exploring Analogical Generalization and Argumentation,L Fields
2020,WG-A: A Framework for Exploring Analogical Generalization and Argumentation,M Badilla
2020,WG-A: A Framework for Exploring Analogical Generalization and Argumentation,J Licato
2020,Recognition memory influenced by grammar,S Schwering
2020,Recognition memory influenced by grammar,M MacDonald
2020,Cross-modal ratio abstraction in children,R Tawfik
2020,Cross-modal ratio abstraction in children,K White
2020,Cross-modal ratio abstraction in children,S Denison
2020,Assessing the relationship between trait and state levels of mind wandering during a tracing task,M Dias da Silva
2020,Assessing the relationship between trait and state levels of mind wandering during a tracing task,Ó Gonçalves
2020,Assessing the relationship between trait and state levels of mind wandering during a tracing task,M Postma
2020,Hands in Thought and Motion,J Lohmann
2020,Hands in Thought and Motion,M Butz
2020,Relational reasoning and generalization using non-symbolic neural networks,A Geiger
2020,Relational reasoning and generalization using non-symbolic neural networks,A Carstensen
2020,Relational reasoning and generalization using non-symbolic neural networks,M Frank
2020,Relational reasoning and generalization using non-symbolic neural networks,C Potts
2020,"Examining a developmental pathway of early word learning: From Qualitative Characteristics of Parent Speech, to Sustained Attention, to Vocabulary Size",R Peters
2020,"Examining a developmental pathway of early word learning: From Qualitative Characteristics of Parent Speech, to Sustained Attention, to Vocabulary Size",C Yu
2020,Can Two 1/2- and 3 1/2 -year-old Children Learn Verbs Even when Irrelevant Events are Present?,J Childers
2020,Can Two 1/2- and 3 1/2 -year-old Children Learn Verbs Even when Irrelevant Events are Present?,B Cutilletta
2020,Can Two 1/2- and 3 1/2 -year-old Children Learn Verbs Even when Irrelevant Events are Present?,P Tovar-Perez
2020,Can Two 1/2- and 3 1/2 -year-old Children Learn Verbs Even when Irrelevant Events are Present?,B Porter
2020,Referent Management in Discourse: The Accessibility of Weak Definites,A Brocher
2020,Referent Management in Discourse: The Accessibility of Weak Definites,F Weeber
2020,Referent Management in Discourse: The Accessibility of Weak Definites,J Hoek
2020,Referent Management in Discourse: The Accessibility of Weak Definites,K Von Heusinger
2020,Investigating the Behavior of Malicious Actors Through the Game of Mafia,S Ibraheem
2020,Investigating the Behavior of Malicious Actors Through the Game of Mafia,V Gates
2020,Investigating the Behavior of Malicious Actors Through the Game of Mafia,J DeNero
2020,Investigating the Behavior of Malicious Actors Through the Game of Mafia,T Griffiths
2020,Active Vision in the Perception of Actions: An Eye Tracking Study in Naturalistic Contexts,R Peters
2020,Active Vision in the Perception of Actions: An Eye Tracking Study in Naturalistic Contexts,D Zhi
2020,Active Vision in the Perception of Actions: An Eye Tracking Study in Naturalistic Contexts,M Petersen
2020,Active Vision in the Perception of Actions: An Eye Tracking Study in Naturalistic Contexts,C Yu
2020,Ten-month-olds infer relative costs of different goal-directed actions,B Pomiechowska
2020,Ten-month-olds infer relative costs of different goal-directed actions,G Csibra
2020,A Computational Model of Early Word Learning from the Infants Point of View,S Tsutsui
2020,A Computational Model of Early Word Learning from the Infants Point of View,A Chandrasekaran
2020,A Computational Model of Early Word Learning from the Infants Point of View,M Reza
2020,A Computational Model of Early Word Learning from the Infants Point of View,D Crandall
2020,A Computational Model of Early Word Learning from the Infants Point of View,C Yu
2020,Social Foraging in Groups of Search Agents with Human Intervention,D Schloesser
2020,Social Foraging in Groups of Search Agents with Human Intervention,D Hollenbeck
2020,Social Foraging in Groups of Search Agents with Human Intervention,C Kello
2020,Intentionality Effects on Event Boundaries,A Mathis
2020,Intentionality Effects on Event Boundaries,A Papafragou
2020,Using Think-Aloud Protocols to Explore Students' Use of Knowledge Forum Analytic Tools,L Ma
2020,Effects of Prior Mention and Task Goals on Language Processing,R Maddeaux
2020,Effects of Prior Mention and Task Goals on Language Processing,D Heller
2020,Effects of Prior Mention and Task Goals on Language Processing,M Grant
2020,Human-like learning Framework for frequency-skewed multi-level classification,A Singh
2020,Human-like learning Framework for frequency-skewed multi-level classification,J McClelland
2020,Asking questions with a big impact: Adapting to other interpretations of gradable adjectives,S Pezzelle
2020,Asking questions with a big impact: Adapting to other interpretations of gradable adjectives,R Fernandez
2020,Relative deprivation and social identity in laboratory based riots: A model,J Allen
2020,Relative deprivation and social identity in laboratory based riots: A model,G Dezecache
2020,Relative deprivation and social identity in laboratory based riots: A model,D Richardson
2020,Modeling Human Cognitive Flexibility with Extemporaneous Networks,J German
2020,Modeling Human Cognitive Flexibility with Extemporaneous Networks,R Jacobs
2020,A Bayesian Model of Social Influence under Risk and Uncertainty,S Ciranka
2020,A Bayesian Model of Social Influence under Risk and Uncertainty,W Van den Bos
2020,Examining Developmental Change in Childrens Information Use,S Gualtieri
2020,Examining Developmental Change in Childrens Information Use,S Denison
2020,Help us train our robot!: Using machine learning to study human teaching,M Nartker
2020,Help us train our robot!: Using machine learning to study human teaching,M Lepori
2020,Help us train our robot!: Using machine learning to study human teaching,C Firestone
2020,The Semantic Network: Uncovering The Mechanisms that Build Organized Word Knowledge in Development,A Vallampati
2020,The Semantic Network: Uncovering The Mechanisms that Build Organized Word Knowledge in Development,L Unger
2020,The Semantic Network: Uncovering The Mechanisms that Build Organized Word Knowledge in Development,O Savic
2020,The Semantic Network: Uncovering The Mechanisms that Build Organized Word Knowledge in Development,V Sloutsky
2020,Extracting low-dimensional psychological representations from convolutional neural networks,A Jha
2020,Extracting low-dimensional psychological representations from convolutional neural networks,J Peterson
2020,Extracting low-dimensional psychological representations from convolutional neural networks,T Griffiths
2020,A Novel Quantum Approach to the Dynamics of Decision Making,L Rosendahl
2020,A Novel Quantum Approach to the Dynamics of Decision Making,A Bizyaeva
2020,A Novel Quantum Approach to the Dynamics of Decision Making,J Cohen
2020,Classification of cognitive problem-solving strategies using MVPA on pre-solution EEG data,Y Oh
2020,The latent factor structure of developmental change in early childhood,B Stenhaug
2020,The latent factor structure of developmental change in early childhood,M Frank
2020,Do social cues promote cross-situational verb learning and retention in 2-year-olds?,C Lee
2020,Do social cues promote cross-situational verb learning and retention in 2-year-olds?,C Lew-Williams
2020,Modeling word interpretation with deep language models: The interaction between expectations and lexical information,L Aina
2020,Modeling word interpretation with deep language models: The interaction between expectations and lexical information,T Brochhagen
2020,Modeling word interpretation with deep language models: The interaction between expectations and lexical information,G Boleda
2020,Visual Attention during E-Learning: Eye-tracking Shows that Making Salient Areas More Prominent Helps Learning in Online Tutors,F Tehranchi
2020,Visual Attention during E-Learning: Eye-tracking Shows that Making Salient Areas More Prominent Helps Learning in Online Tutors,F E. Ritter
2020,Visual Attention during E-Learning: Eye-tracking Shows that Making Salient Areas More Prominent Helps Learning in Online Tutors,C Chae
2020,Learning to build physical structures better over time,W McCarthy
2020,Learning to build physical structures better over time,D Kirsh
2020,Learning to build physical structures better over time,J Fan
2020,A Phylogenetic Perspective on Distributed Decision-Making Mechanisms,L Huang
2020,A Phylogenetic Perspective on Distributed Decision-Making Mechanisms,W Bechtel
2020,Metaphors: Where the neighborhood in which one resides interacts with (interpretive) diversity,J Reid
2020,Metaphors: Where the neighborhood in which one resides interacts with (interpretive) diversity,H Al-Azary
2020,Metaphors: Where the neighborhood in which one resides interacts with (interpretive) diversity,A Katz
2020,Children affirm the possibility of improbable events when they are similar to a known event,B Goulding
2020,Children affirm the possibility of improbable events when they are similar to a known event,O Friedman
2020,Too many cooks: Coordinating multi-agent collaboration through inverse planning,S Wu
2020,Too many cooks: Coordinating multi-agent collaboration through inverse planning,R E Wang
2020,Too many cooks: Coordinating multi-agent collaboration through inverse planning,J Evans
2020,Too many cooks: Coordinating multi-agent collaboration through inverse planning,J Tenenbaum
2020,Too many cooks: Coordinating multi-agent collaboration through inverse planning,D Parkes
2020,Too many cooks: Coordinating multi-agent collaboration through inverse planning,M Kleiman-Weiner
2020,Investigating the Benefits of Pre-Questions on Lecture-Based Learning,Q King-Shepard
